"","Subject","TrialId","CRESP","RESP","ACC","RT","Block","Stimulus","Condition","CategoryName","NBlocks","LogNBlocks","LogRT"
"1515",36,15,"f","f",1,2987,2,"A4","Label","A_Saldie",2,0.693147180559945,8.00202481821611
"1516",36,16,"h","h",1,754,2,"B1","Label","A_Saldie",2,0.693147180559945,6.62539236800796
"1517",36,17,"f","f",1,968,2,"A5","Label","A_Saldie",2,0.693147180559945,6.87523208727658
"1518",36,18,"f","f",1,854,2,"A1","Label","A_Saldie",2,0.693147180559945,6.74993119378857
"1519",36,19,"f","f",1,1028,2,"A6","Label","A_Saldie",2,0.693147180559945,6.93537044601511
"1520",36,20,"f","f",1,840,2,"A3","Label","A_Saldie",2,0.693147180559945,6.73340189183736
"1521",36,21,"h","h",1,646,2,"B4","Label","A_Saldie",2,0.693147180559945,6.4707995037826
"1522",36,22,"h","h",1,822,2,"B2","Label","A_Saldie",2,0.693147180559945,6.71174039505618
"1523",36,23,"h","h",1,682,2,"B6","Label","A_Saldie",2,0.693147180559945,6.52502965784346
"1524",36,24,"h","h",1,539,2,"B5","Label","A_Saldie",2,0.693147180559945,6.289715570909
"1525",36,253,"f","f",1,2736,0,"TestA2","Label","A_Saldie",2,0.693147180559945,7.91425227874244
"1526",36,254,"f","f",1,1048,0,"A4","Label","A_Saldie",2,0.693147180559945,6.95463886488099
"1527",36,255,"h","h",1,825,0,"B3","Label","A_Saldie",2,0.693147180559945,6.71538338633468
"1528",36,256,"f","f",1,1085,0,"A6","Label","A_Saldie",2,0.693147180559945,6.98933526597456
"1529",36,257,"f","f",1,813,0,"A3","Label","A_Saldie",2,0.693147180559945,6.70073110954781
"1530",36,258,"h","h",1,665,0,"B5","Label","A_Saldie",2,0.693147180559945,6.49978704065585
"1531",36,259,"h","h",1,722,0,"TestB1","Label","A_Saldie",2,0.693147180559945,6.58202513889283
"1532",36,260,"h","h",1,570,0,"B4","Label","A_Saldie",2,0.693147180559945,6.3456363608286
"1533",36,261,"h","h",1,589,0,"B6","Label","A_Saldie",2,0.693147180559945,6.37842618365159
"1534",36,262,"f","f",1,807,0,"TestA1","Label","A_Saldie",2,0.693147180559945,6.69332366826995
"1535",36,263,"f","f",1,720,0,"A5","Label","A_Saldie",2,0.693147180559945,6.5792512120101
"1536",36,264,"h","h",1,1183,0,"TestB2","Label","A_Saldie",2,0.693147180559945,7.07580886397839
"1537",35,1,"","",0,NA,1,"B1","NoLabel","NoName",3,1.09861228866811,NA
"1538",35,2,"","",0,NA,1,"A4","NoLabel","NoName",3,1.09861228866811,NA
"1539",35,3,"","",0,NA,1,"B4","NoLabel","NoName",3,1.09861228866811,NA
"1540",35,4,"","",0,NA,1,"A6","NoLabel","NoName",3,1.09861228866811,NA
"1541",35,5,"h","h",1,622,1,"B3","NoLabel","NoName",3,1.09861228866811,6.43294009273918
"1542",35,6,"h","f",0,1166,1,"B6","NoLabel","NoName",3,1.09861228866811,7.06133436691044
"1543",35,7,"f","h",0,482,1,"A5","NoLabel","NoName",3,1.09861228866811,6.1779441140506
"1544",35,8,"h","f",0,571,1,"B5","NoLabel","NoName",3,1.09861228866811,6.34738920965601
"1545",35,9,"f","f",1,7186,1,"A3","NoLabel","NoName",3,1.09861228866811,8.87988996767346
"1546",35,10,"h","f",0,1006,1,"B2","NoLabel","NoName",3,1.09861228866811,6.91373735065968
"1547",35,11,"f","f",1,2217,1,"A1","NoLabel","NoName",3,1.09861228866811,7.70391020961631
"1548",35,12,"f","f",1,685,1,"A2","NoLabel","NoName",3,1.09861228866811,6.52941883826223
"1549",35,13,"f","f",1,530,2,"A1","NoLabel","NoName",3,1.09861228866811,6.27287700654617
"1550",35,14,"f","f",1,643,2,"A3","NoLabel","NoName",3,1.09861228866811,6.46614472423762
"1551",35,15,"h","f",0,576,2,"B2","NoLabel","NoName",3,1.09861228866811,6.35610766069589
"1552",35,16,"h","f",0,1116,2,"B5","NoLabel","NoName",3,1.09861228866811,7.01750614294126
"1553",35,17,"f","h",0,2616,2,"A2","NoLabel","NoName",3,1.09861228866811,7.86940171257709
"1554",35,18,"h","f",0,618,2,"B3","NoLabel","NoName",3,1.09861228866811,6.42648845745769
"1555",35,19,"f","h",0,2432,2,"A5","NoLabel","NoName",3,1.09861228866811,7.79646924308606
"1556",35,20,"h","f",0,2421,2,"B4","NoLabel","NoName",3,1.09861228866811,7.79193595693806
"1557",35,21,"f","f",1,2195,2,"A6","NoLabel","NoName",3,1.09861228866811,7.69393732550927
"1558",35,22,"h","h",1,4546,2,"B1","NoLabel","NoName",3,1.09861228866811,8.42200300441249
"1559",35,23,"h","h",1,957,2,"B6","NoLabel","NoName",3,1.09861228866811,6.86380339145295
"1560",35,24,"f","f",1,733,2,"A4","NoLabel","NoName",3,1.09861228866811,6.59714570188665
"1561",35,25,"f","f",1,1105,3,"A2","NoLabel","NoName",3,1.09861228866811,7.00760061395185
"1562",35,26,"h","h",1,698,3,"B5","NoLabel","NoName",3,1.09861228866811,6.54821910276237
"1563",35,27,"h","h",1,1334,3,"B2","NoLabel","NoName",3,1.09861228866811,7.19593722647557
"1564",35,28,"f","f",1,1144,3,"A6","NoLabel","NoName",3,1.09861228866811,7.04228617193974
"1565",35,29,"f","f",1,841,3,"A1","NoLabel","NoName",3,1.09861228866811,6.73459165997295
"1566",35,30,"h","h",1,601,3,"B3","NoLabel","NoName",3,1.09861228866811,6.39859493453521
"1567",35,31,"f","f",1,622,3,"A4","NoLabel","NoName",3,1.09861228866811,6.43294009273918
"1568",35,32,"f","f",1,1475,3,"A5","NoLabel","NoName",3,1.09861228866811,7.29641326877392
"1569",35,33,"f","f",1,719,3,"A3","NoLabel","NoName",3,1.09861228866811,6.57786135772105
"1570",35,34,"h","h",1,722,3,"B4","NoLabel","NoName",3,1.09861228866811,6.58202513889283
"1571",35,35,"h","h",1,765,3,"B6","NoLabel","NoName",3,1.09861228866811,6.63987583382654
"1572",35,36,"h","h",1,626,3,"B1","NoLabel","NoName",3,1.09861228866811,6.4393503711001
"1573",35,253,"f","f",1,1002,0,"TestA2","NoLabel","NoName",3,1.09861228866811,6.90975328164481
"1574",35,254,"h","h",1,1462,0,"B4","NoLabel","NoName",3,1.09861228866811,7.28756064030972
"1575",35,255,"f","f",1,667,0,"A5","NoLabel","NoName",3,1.09861228866811,6.50279004591562
"1576",35,256,"f","f",1,922,0,"A3","NoLabel","NoName",3,1.09861228866811,6.82654522355659
"1577",35,257,"h","h",1,855,0,"B5","NoLabel","NoName",3,1.09861228866811,6.75110146893676
"1578",35,258,"f","f",1,739,0,"TestA1","NoLabel","NoName",3,1.09861228866811,6.6052979209482
"1579",35,259,"h","h",1,988,0,"TestB1","NoLabel","NoName",3,1.09861228866811,6.89568269774787
"1580",35,260,"h","h",1,5187,0,"TestB2","NoLabel","NoName",3,1.09861228866811,8.5539107743514
"1581",35,261,"h","h",1,2859,0,"B3","NoLabel","NoName",3,1.09861228866811,7.95822719232231
"1582",35,262,"f","f",1,555,0,"A4","NoLabel","NoName",3,1.09861228866811,6.31896811374643
"1583",35,263,"f","f",1,520,0,"A6","NoLabel","NoName",3,1.09861228866811,6.25382881157547
"1584",35,264,"h","h",1,920,0,"B6","NoLabel","NoName",3,1.09861228866811,6.82437367004309
"1585",39,1,"f","f",1,923,1,"A1","NoLabel","NoName",2,0.693147180559945,6.82762923450285
"1586",39,2,"h","f",0,859,1,"B1","NoLabel","NoName",2,0.693147180559945,6.75576892198425
"1587",39,3,"f","h",0,1180,1,"A3","NoLabel","NoName",2,0.693147180559945,7.07326971745971
"1588",39,4,"h","h",1,1251,1,"B6","NoLabel","NoName",2,0.693147180559945,7.13169851046691
"1589",39,5,"f","h",0,1463,1,"A5","NoLabel","NoName",2,0.693147180559945,7.28824440102012
"1590",39,6,"h","h",1,614,1,"B4","NoLabel","NoName",2,0.693147180559945,6.41999492814714
"1591",39,7,"h","h",1,716,1,"B5","NoLabel","NoName",2,0.693147180559945,6.57368016696065
"1592",39,8,"h","h",1,646,1,"B2","NoLabel","NoName",2,0.693147180559945,6.4707995037826
"1593",39,9,"f","f",1,1044,1,"A2","NoLabel","NoName",2,0.693147180559945,6.95081476844258
"1594",39,10,"h","h",1,937,1,"B3","NoLabel","NoName",2,0.693147180559945,6.84268328223842
"1595",39,11,"f","f",1,864,1,"A6","NoLabel","NoName",2,0.693147180559945,6.76157276880406
"1596",39,12,"f","f",1,836,1,"A4","NoLabel","NoName",2,0.693147180559945,6.7286286130847
"1597",39,13,"h","h",1,689,2,"B2","NoLabel","NoName",2,0.693147180559945,6.53524127101366
"1598",39,14,"h","h",1,669,2,"B6","NoLabel","NoName",2,0.693147180559945,6.50578406012823
"1599",39,15,"h","h",1,529,2,"B1","NoLabel","NoName",2,0.693147180559945,6.2709884318583
"1600",39,16,"f","f",1,847,2,"A3","NoLabel","NoName",2,0.693147180559945,6.74170069465205
"1601",39,17,"f","f",1,721,2,"A1","NoLabel","NoName",2,0.693147180559945,6.58063913728495
"1602",39,18,"h","h",1,937,2,"B4","NoLabel","NoName",2,0.693147180559945,6.84268328223842
"1603",39,19,"f","f",1,750,2,"A4","NoLabel","NoName",2,0.693147180559945,6.62007320653036
"1604",39,20,"f","f",1,856,2,"A5","NoLabel","NoName",2,0.693147180559945,6.75227037614174
"1605",39,21,"f","f",1,662,2,"A2","NoLabel","NoName",2,0.693147180559945,6.49526555593701
"1606",39,22,"f","f",1,408,2,"A6","NoLabel","NoName",2,0.693147180559945,6.01126717440416
"1607",39,23,"h","h",1,854,2,"B5","NoLabel","NoName",2,0.693147180559945,6.74993119378857
"1608",39,24,"h","h",1,422,2,"B3","NoLabel","NoName",2,0.693147180559945,6.04500531403601
"1609",39,253,"h","f",0,954,0,"TestB2","NoLabel","NoName",2,0.693147180559945,6.86066367144829
"1610",39,254,"h","h",1,634,0,"B5","NoLabel","NoName",2,0.693147180559945,6.45204895443723
"1611",39,255,"f","f",1,526,0,"A5","NoLabel","NoName",2,0.693147180559945,6.26530121273771
"1612",39,256,"h","h",1,1587,0,"B4","NoLabel","NoName",2,0.693147180559945,7.36960072052641
"1613",39,257,"f","f",1,439,0,"TestA2","NoLabel","NoName",2,0.693147180559945,6.08449941307517
"1614",39,258,"f","f",1,549,0,"A3","NoLabel","NoName",2,0.693147180559945,6.30809844150953
"1615",39,259,"h","h",1,502,0,"B6","NoLabel","NoName",2,0.693147180559945,6.21860011969173
"1616",39,260,"h","h",1,468,0,"B3","NoLabel","NoName",2,0.693147180559945,6.14846829591765
"1617",39,261,"f","f",1,543,0,"A4","NoLabel","NoName",2,0.693147180559945,6.29710931993394
"1618",39,262,"f","f",1,421,0,"A6","NoLabel","NoName",2,0.693147180559945,6.04263283368238
"1619",39,263,"h","h",1,449,0,"TestB1","NoLabel","NoName",2,0.693147180559945,6.10702288774225
"1620",39,264,"f","f",1,595,0,"TestA1","NoLabel","NoName",2,0.693147180559945,6.38856140554563
"1621",41,1,"f","h",0,1541,1,"A1","Label","A_Gatoo",3,1.09861228866811,7.34018683532012
"1622",41,2,"h","f",0,1537,1,"B6","Label","A_Gatoo",3,1.09861228866811,7.3375877435386
"1623",41,3,"f","f",1,1594,1,"A3","Label","A_Gatoo",3,1.09861228866811,7.37400185935016
"1624",41,4,"f","h",0,1069,1,"A6","Label","A_Gatoo",3,1.09861228866811,6.97447891102505
"1625",41,5,"f","f",1,2143,1,"A4","Label","A_Gatoo",3,1.09861228866811,7.66996199547358
"1626",41,6,"f","f",1,1944,1,"A2","Label","A_Gatoo",3,1.09861228866811,7.57250298502038
"1627",41,7,"h","f",0,1941,1,"B5","Label","A_Gatoo",3,1.09861228866811,7.57095858316901
"1628",41,8,"f","h",0,4129,1,"A5","Label","A_Gatoo",3,1.09861228866811,8.32579052588609
"1629",41,9,"h","f",0,4341,1,"B4","Label","A_Gatoo",3,1.09861228866811,8.37586001529959
"1630",41,10,"h","f",0,1762,1,"B3","Label","A_Gatoo",3,1.09861228866811,7.47420480649612
"1631",41,11,"h","h",1,5208,1,"B2","Label","A_Gatoo",3,1.09861228866811,8.55795118388841
"1632",41,12,"h","h",1,2237,1,"B1","Label","A_Gatoo",3,1.09861228866811,7.71289096149013
"1633",41,13,"h","h",1,3780,2,"B1","Label","A_Gatoo",3,1.09861228866811,8.23747928861363
"1634",41,14,"f","f",1,2389,2,"A4","Label","A_Gatoo",3,1.09861228866811,7.77863014732581
"1635",41,15,"f","h",0,2384,2,"A1","Label","A_Gatoo",3,1.09861228866811,7.77653502818524
"1636",41,16,"h","f",0,3531,2,"B4","Label","A_Gatoo",3,1.09861228866811,8.16933639592839
"1637",41,17,"f","f",1,3352,2,"A3","Label","A_Gatoo",3,1.09861228866811,8.11731246160197
"1638",41,18,"h","h",1,1895,2,"B5","Label","A_Gatoo",3,1.09861228866811,7.54697411751653
"1639",41,19,"f","h",0,2112,2,"A5","Label","A_Gatoo",3,1.09861228866811,7.65539064482615
"1640",41,20,"f","h",0,3395,2,"A6","Label","A_Gatoo",3,1.09861228866811,8.1300590399928
"1641",41,21,"h","h",1,3090,2,"B6","Label","A_Gatoo",3,1.09861228866811,8.03592636989179
"1642",41,22,"h","h",1,2171,2,"B3","Label","A_Gatoo",3,1.09861228866811,7.68294316987829
"1643",41,23,"f","f",1,1267,2,"A2","Label","A_Gatoo",3,1.09861228866811,7.14440718032114
"1644",41,24,"h","h",1,1490,2,"B2","Label","A_Gatoo",3,1.09861228866811,7.30653139893951
"1645",41,25,"f","f",1,1615,3,"A6","Label","A_Gatoo",3,1.09861228866811,7.38709023565676
"1646",41,26,"f","f",1,1476,3,"A1","Label","A_Gatoo",3,1.09861228866811,7.29709100516042
"1647",41,27,"h","h",1,989,3,"B5","Label","A_Gatoo",3,1.09861228866811,6.89669433162271
"1648",41,28,"h","h",1,1621,3,"B6","Label","A_Gatoo",3,1.09861228866811,7.39079852173568
"1649",41,29,"f","f",1,1082,3,"A2","Label","A_Gatoo",3,1.09861228866811,6.98656645940643
"1650",41,30,"h","h",1,1177,3,"B3","Label","A_Gatoo",3,1.09861228866811,7.07072410726028
"1651",41,31,"f","f",1,1309,3,"A3","Label","A_Gatoo",3,1.09861228866811,7.1770187659099
"1652",41,32,"h","h",1,906,3,"B4","Label","A_Gatoo",3,1.09861228866811,6.80903930604298
"1653",41,33,"h","h",1,948,3,"B2","Label","A_Gatoo",3,1.09861228866811,6.85435450225502
"1654",41,34,"f","f",1,1232,3,"A4","Label","A_Gatoo",3,1.09861228866811,7.11639414409346
"1655",41,35,"f","f",1,1314,3,"A5","Label","A_Gatoo",3,1.09861228866811,7.18083119904456
"1656",41,36,"h","h",1,834,3,"B1","Label","A_Gatoo",3,1.09861228866811,6.72623340235875
"1657",41,253,"h","h",1,1717,0,"TestB1","Label","A_Gatoo",3,1.09861228866811,7.44833386089748
"1658",41,254,"f","f",1,855,0,"TestA2","Label","A_Gatoo",3,1.09861228866811,6.75110146893676
"1659",41,255,"h","h",1,958,0,"TestB2","Label","A_Gatoo",3,1.09861228866811,6.86484777797086
"1660",41,256,"f","f",1,597,0,"A4","Label","A_Gatoo",3,1.09861228866811,6.3919171133926
"1661",41,257,"f","f",1,923,0,"A5","Label","A_Gatoo",3,1.09861228866811,6.82762923450285
"1662",41,258,"f","f",1,882,0,"A3","Label","A_Gatoo",3,1.09861228866811,6.78219205600679
"1663",41,259,"h","h",1,682,0,"B5","Label","A_Gatoo",3,1.09861228866811,6.52502965784346
"1664",41,260,"h","h",1,1022,0,"B3","Label","A_Gatoo",3,1.09861228866811,6.92951677076365
"1665",41,261,"f","f",1,596,0,"TestA1","Label","A_Gatoo",3,1.09861228866811,6.39024066706535
"1666",41,262,"f","f",1,691,0,"A6","Label","A_Gatoo",3,1.09861228866811,6.53813982376767
"1667",41,263,"h","h",1,763,0,"B6","Label","A_Gatoo",3,1.09861228866811,6.63725803128446
"1668",41,264,"h","h",1,1020,0,"B4","Label","A_Gatoo",3,1.09861228866811,6.92755790627832
"1669",40,1,"h","f",0,2686,1,"B5","Label","A_Saldie",5,1.6094379124341,7.89580837708318
"1670",40,2,"f","h",0,1246,1,"A3","Label","A_Saldie",5,1.6094379124341,7.1276936993474
"1671",40,3,"f","h",0,1351,1,"A1","Label","A_Saldie",5,1.6094379124341,7.2086003379602
"1672",40,4,"f","f",1,1110,1,"A6","Label","A_Saldie",5,1.6094379124341,7.01211529430638
"1673",40,5,"h","f",0,1173,1,"B4","Label","A_Saldie",5,1.6094379124341,7.06731984865348
"1674",40,6,"f","h",0,2282,1,"A5","Label","A_Saldie",5,1.6094379124341,7.73280753042202
"1675",40,7,"h","f",0,3349,1,"B2","Label","A_Saldie",5,1.6094379124341,8.1164170727942
"1676",40,8,"f","h",0,1614,1,"A2","Label","A_Saldie",5,1.6094379124341,7.38647084882989
"1677",40,9,"f","h",0,1303,1,"A4","Label","A_Saldie",5,1.6094379124341,7.17242457712485
"1678",40,10,"h","f",0,1460,1,"B6","Label","A_Saldie",5,1.6094379124341,7.28619171470238
"1679",40,11,"h","h",1,433,1,"B1","Label","A_Saldie",5,1.6094379124341,6.07073772800249
"1680",40,12,"h","h",1,828,1,"B3","Label","A_Saldie",5,1.6094379124341,6.71901315438526
"1681",40,13,"h","f",0,620,2,"B6","Label","A_Saldie",5,1.6094379124341,6.42971947803914
"1682",40,14,"f","h",0,2118,2,"A2","Label","A_Saldie",5,1.6094379124341,7.65822752616135
"1683",40,15,"h","h",1,1697,2,"B3","Label","A_Saldie",5,1.6094379124341,7.43661726523423
"1684",40,16,"f","f",1,878,2,"A5","Label","A_Saldie",5,1.6094379124341,6.77764659363512
"1685",40,17,"f","f",1,647,2,"A3","Label","A_Saldie",5,1.6094379124341,6.4723462945009
"1686",40,18,"h","h",1,622,2,"B4","Label","A_Saldie",5,1.6094379124341,6.43294009273918
"1687",40,19,"h","h",1,533,2,"B2","Label","A_Saldie",5,1.6094379124341,6.27852142416584
"1688",40,20,"f","f",1,773,2,"A1","Label","A_Saldie",5,1.6094379124341,6.65027904858742
"1689",40,21,"h","h",1,616,2,"B5","Label","A_Saldie",5,1.6094379124341,6.42324696353352
"1690",40,22,"f","f",1,451,2,"A4","Label","A_Saldie",5,1.6094379124341,6.11146733950268
"1691",40,23,"f","f",1,554,2,"A6","Label","A_Saldie",5,1.6094379124341,6.31716468674728
"1692",40,24,"h","h",1,953,2,"B1","Label","A_Saldie",5,1.6094379124341,6.8596149036542
"1693",40,25,"h","h",1,541,3,"B6","Label","A_Saldie",5,1.6094379124341,6.29341927884648
"1694",40,26,"h","h",1,672,3,"B3","Label","A_Saldie",5,1.6094379124341,6.51025834052315
"1695",40,27,"f","f",1,555,3,"A4","Label","A_Saldie",5,1.6094379124341,6.31896811374643
"1696",40,28,"f","f",1,993,3,"A3","Label","A_Saldie",5,1.6094379124341,6.90073066404517
"1697",40,29,"h","h",1,532,3,"B4","Label","A_Saldie",5,1.6094379124341,6.27664348934164
"1698",40,30,"h","f",0,680,3,"B5","Label","A_Saldie",5,1.6094379124341,6.52209279817015
"1699",40,31,"h","h",1,470,3,"B2","Label","A_Saldie",5,1.6094379124341,6.1527326947041
"1700",40,32,"f","f",1,570,3,"A2","Label","A_Saldie",5,1.6094379124341,6.3456363608286
"1701",40,33,"f","f",1,362,3,"A6","Label","A_Saldie",5,1.6094379124341,5.89164421182577
"1702",40,34,"h","h",1,503,3,"B1","Label","A_Saldie",5,1.6094379124341,6.22059017009974
"1703",40,35,"f","f",1,579,3,"A1","Label","A_Saldie",5,1.6094379124341,6.361302477573
"1704",40,36,"f","f",1,623,3,"A5","Label","A_Saldie",5,1.6094379124341,6.43454651878745
"1705",40,37,"h","h",1,601,4,"B5","Label","A_Saldie",5,1.6094379124341,6.39859493453521
"1706",40,38,"f","f",1,595,4,"A1","Label","A_Saldie",5,1.6094379124341,6.38856140554563
"1707",40,39,"f","f",1,950,4,"A2","Label","A_Saldie",5,1.6094379124341,6.85646198459459
"1708",40,40,"h","h",1,889,4,"B3","Label","A_Saldie",5,1.6094379124341,6.7900972355139
"1709",40,41,"f","f",1,550,4,"A3","Label","A_Saldie",5,1.6094379124341,6.30991827822652
"1710",40,42,"f","f",1,611,4,"A5","Label","A_Saldie",5,1.6094379124341,6.4150969591716
"1711",40,43,"h","h",1,741,4,"B4","Label","A_Saldie",5,1.6094379124341,6.60800062529609
"1712",40,44,"f","f",1,569,4,"A6","Label","A_Saldie",5,1.6094379124341,6.34388043412633
"1713",40,45,"h","h",1,537,4,"B2","Label","A_Saldie",5,1.6094379124341,6.28599809450886
"1714",40,46,"f","f",1,593,4,"A4","Label","A_Saldie",5,1.6094379124341,6.38519439899773
"1715",40,47,"h","f",0,696,4,"B1","Label","A_Saldie",5,1.6094379124341,6.54534966033442
"1716",40,48,"h","h",1,706,4,"B6","Label","A_Saldie",5,1.6094379124341,6.55961523749324
"1717",40,49,"f","f",1,563,5,"A1","Label","A_Saldie",5,1.6094379124341,6.33327962813969
"1718",40,50,"h","h",1,722,5,"B1","Label","A_Saldie",5,1.6094379124341,6.58202513889283
"1719",40,51,"h","h",1,600,5,"B2","Label","A_Saldie",5,1.6094379124341,6.39692965521615
"1720",40,52,"h","h",1,726,5,"B6","Label","A_Saldie",5,1.6094379124341,6.5875500148248
"1721",40,53,"h","h",1,494,5,"B5","Label","A_Saldie",5,1.6094379124341,6.20253551718792
"1722",40,54,"f","f",1,546,5,"A4","Label","A_Saldie",5,1.6094379124341,6.30261897574491
"1723",40,55,"f","f",1,798,5,"A3","Label","A_Saldie",5,1.6094379124341,6.68210859744981
"1724",40,56,"h","h",1,538,5,"B3","Label","A_Saldie",5,1.6094379124341,6.28785856016178
"1725",40,57,"f","f",1,633,5,"A2","Label","A_Saldie",5,1.6094379124341,6.45047042214418
"1726",40,58,"h","h",1,535,5,"B4","Label","A_Saldie",5,1.6094379124341,6.28226674689601
"1727",40,59,"f","f",1,575,5,"A5","Label","A_Saldie",5,1.6094379124341,6.35437004079735
"1728",40,60,"f","f",1,653,5,"A6","Label","A_Saldie",5,1.6094379124341,6.48157712927643
"1729",40,253,"f","f",1,2709,0,"A3","Label","A_Saldie",5,1.6094379124341,7.9043348420851
"1730",40,254,"f","f",1,830,0,"A6","Label","A_Saldie",5,1.6094379124341,6.72142570079064
"1731",40,255,"f","f",1,580,0,"A4","Label","A_Saldie",5,1.6094379124341,6.36302810354046
"1732",40,256,"h","h",1,538,0,"B3","Label","A_Saldie",5,1.6094379124341,6.28785856016178
"1733",40,257,"h","h",1,699,0,"TestB1","Label","A_Saldie",5,1.6094379124341,6.54965074223381
"1734",40,258,"h","h",1,791,0,"B6","Label","A_Saldie",5,1.6094379124341,6.67329796776765
"1735",40,259,"h","h",1,1014,0,"B5","Label","A_Saldie",5,1.6094379124341,6.92165818415113
"1736",40,260,"f","f",1,855,0,"TestA1","Label","A_Saldie",5,1.6094379124341,6.75110146893676
"1737",40,261,"h","h",1,688,0,"TestB2","Label","A_Saldie",5,1.6094379124341,6.53378883793334
"1738",40,262,"f","f",1,758,0,"TestA2","Label","A_Saldie",5,1.6094379124341,6.63068338564237
"1739",40,263,"h","h",1,604,0,"B4","Label","A_Saldie",5,1.6094379124341,6.40357419793482
"1740",40,264,"f","f",1,604,0,"A5","Label","A_Saldie",5,1.6094379124341,6.40357419793482
"1741",4,1,"f","h",0,1329,1,"A4","Label","A_Saldie",6,1.79175946922805,7.19218205871325
"1742",4,2,"h","f",0,1201,1,"B1","Label","A_Saldie",6,1.79175946922805,7.09090982207998
"1743",4,3,"f","f",1,2448,1,"A5","Label","A_Saldie",6,1.79175946922805,7.80302664363222
"1744",4,4,"h","f",0,1105,1,"B6","Label","A_Saldie",6,1.79175946922805,7.00760061395185
"1745",4,5,"f","f",1,1789,1,"A6","Label","A_Saldie",6,1.79175946922805,7.48941208350872
"1746",4,6,"h","h",1,1250,1,"B3","Label","A_Saldie",6,1.79175946922805,7.13089883029635
"1747",4,7,"f","h",0,1346,1,"A3","Label","A_Saldie",6,1.79175946922805,7.20489251020467
"1748",4,8,"h","f",0,1960,1,"B2","Label","A_Saldie",6,1.79175946922805,7.58069975222456
"1749",4,9,"f","h",0,3434,1,"A1","Label","A_Saldie",6,1.79175946922805,8.14148104145742
"1750",4,10,"f","h",0,2054,1,"A2","Label","A_Saldie",6,1.79175946922805,7.6275443904885
"1751",4,11,"h","f",0,1869,1,"B5","Label","A_Saldie",6,1.79175946922805,7.53315880745556
"1752",4,12,"h","h",1,1863,1,"B4","Label","A_Saldie",6,1.79175946922805,7.52994337060159
"1753",4,13,"h","h",1,1127,2,"B6","Label","A_Saldie",6,1.79175946922805,7.02731451403978
"1754",4,14,"f","f",1,1164,2,"A5","Label","A_Saldie",6,1.79175946922805,7.05961762829138
"1755",4,15,"h","f",0,629,2,"B3","Label","A_Saldie",6,1.79175946922805,6.44413125670044
"1756",4,16,"f","f",1,3055,2,"A4","Label","A_Saldie",6,1.79175946922805,8.0245348716057
"1757",4,17,"f","f",1,2856,2,"A6","Label","A_Saldie",6,1.79175946922805,7.95717732345947
"1758",4,18,"f","h",0,1030,2,"A1","Label","A_Saldie",6,1.79175946922805,6.93731408122368
"1759",4,19,"h","h",1,1436,2,"B1","Label","A_Saldie",6,1.79175946922805,7.26961674960817
"1760",4,20,"h","h",1,1468,2,"B2","Label","A_Saldie",6,1.79175946922805,7.29165620917446
"1761",4,21,"f","f",1,1605,2,"A3","Label","A_Saldie",6,1.79175946922805,7.38087903556412
"1762",4,22,"f","h",0,2936,2,"A2","Label","A_Saldie",6,1.79175946922805,7.98480338973441
"1763",4,23,"h","h",1,2575,2,"B5","Label","A_Saldie",6,1.79175946922805,7.85360481309784
"1764",4,24,"h","h",1,1675,2,"B4","Label","A_Saldie",6,1.79175946922805,7.42356844425917
"1765",4,25,"h","h",1,809,3,"B4","Label","A_Saldie",6,1.79175946922805,6.69579891705849
"1766",4,26,"f","f",1,1576,3,"A2","Label","A_Saldie",6,1.79175946922805,7.36264527041782
"1767",4,27,"h","h",1,3902,3,"B5","Label","A_Saldie",6,1.79175946922805,8.26924452118306
"1768",4,28,"f","f",1,2099,3,"A6","Label","A_Saldie",6,1.79175946922805,7.64921631982063
"1769",4,29,"h","f",0,4670,3,"B2","Label","A_Saldie",6,1.79175946922805,8.44891435066294
"1770",4,30,"f","f",1,3840,3,"A1","Label","A_Saldie",6,1.79175946922805,8.25322764558177
"1771",4,31,"h","h",1,2439,3,"B3","Label","A_Saldie",6,1.79175946922805,7.79934339821592
"1772",4,32,"h","f",0,1546,3,"B6","Label","A_Saldie",6,1.79175946922805,7.34342622914737
"1773",4,33,"h","f",0,3674,3,"B1","Label","A_Saldie",6,1.79175946922805,8.20903626577507
"1774",4,34,"f","f",1,5201,3,"A3","Label","A_Saldie",6,1.79175946922805,8.55660619377307
"1775",4,35,"f","h",0,2274,3,"A4","Label","A_Saldie",6,1.79175946922805,7.72929567431048
"1776",4,36,"f","f",1,2537,3,"A5","Label","A_Saldie",6,1.79175946922805,7.83873755959928
"1777",4,37,"h","f",0,3361,4,"B1","Label","A_Saldie",6,1.79175946922805,8.11999382772511
"1778",4,38,"f","f",1,2529,4,"A3","Label","A_Saldie",6,1.79175946922805,7.83557924666997
"1779",4,39,"f","f",1,2817,4,"A5","Label","A_Saldie",6,1.79175946922805,7.94342776787637
"1780",4,40,"h","h",1,3050,4,"B4","Label","A_Saldie",6,1.79175946922805,8.02289686960146
"1781",4,41,"f","h",0,2836,4,"A6","Label","A_Saldie",6,1.79175946922805,7.95014988765202
"1782",4,42,"f","h",0,4947,4,"A4","Label","A_Saldie",6,1.79175946922805,8.50653661122771
"1783",4,43,"f","h",0,1650,4,"A2","Label","A_Saldie",6,1.79175946922805,7.40853056689463
